region1,region2,Distance
NZ Canterbury,NZ Waikato,0.0005830054
NZ Canterbury,NZ Waikato,0.0011664361
NZ Canterbury,NZ Waikato,0.0005830054
NZ Canterbury,NZ Waikato,0.0165219065
NZ Canterbury,NZ Waikato,0.0159513273
NZ Canterbury,NZ Waikato,0.0159231040
NZ Canterbury,NZ Waikato,0.0177216671
NZ Canterbury,NZ Waikato,0.0165219065
NZ Canterbury,NZ Waikato,0.0082080870
NZ Canterbury,NZ Waikato,0.0076199288
NZ Canterbury,NZ Waikato,0.0165316619
NZ Wellington,NZ Waikato,0.0112163414
NZ Marlborough,NZ Waikato,0.0052655015
AUS New South Wales,NZ Waikato,0.0159231040
AUS New South Wales,NZ Waikato,0.0159231040
AUS New South Wales,NZ Waikato,0.0159231040
AUS New South Wales,NZ Waikato,0.0171214269
AUS New South Wales,NZ Waikato,0.0165170532
AUS New South Wales,NZ Waikato,0.0183275251
AUS New South Wales,NZ Waikato,0.0171518081
AUS New South Wales,NZ Waikato,0.0165219065
AUS New South Wales,NZ Waikato,0.0171214269
AUS Queensland,NZ Waikato,0.0159513273
AUS Queensland,NZ Waikato,0.0064426650
AUS Queensland,NZ Waikato,0.0189243135
AUS Queensland,NZ Waikato,0.0189243135
AUS Queensland,NZ Waikato,0.0184315783
AUS Queensland,NZ Waikato,0.0201298596
AUS Queensland,NZ Waikato,0.0183226287
AUS Queensland,NZ Waikato,0.0189917082
AUS Queensland,NZ Waikato,0.0189243135
AUS Queensland,NZ Waikato,0.0189243135
AUS Queensland,NZ Waikato,0.0076199288
AUS Queensland,NZ Waikato,0.0082105964
AUS Queensland,NZ Waikato,0.0082250679
AUS Queensland,NZ Waikato,0.0070299583
AUS Queensland,NZ Waikato,0.0088019625
AUS Queensland,NZ Waikato,0.0070446730
AUS Queensland,NZ Waikato,0.0159231040
AUS Queensland,NZ Waikato,0.0159231040
NZ Waikato,NZ Waikato,0.0165219065
NZ Waikato,NZ Waikato,0.0183987576
NZ Waikato,NZ Waikato,0.0183226287
NZ Waikato,NZ Waikato,0.0177216671
NZ Auckland,NZ Waikato,0.0147021144
NZ Auckland,NZ Waikato,0.0141310850
NZ Auckland,NZ Waikato,0.0152936100
NZ Auckland,NZ Waikato,0.0158999834
NZ Auckland,NZ Waikato,0.0153258287
NZ Auckland,NZ Waikato,0.0194954405
NZ Auckland,NZ Waikato,0.0194954405
NZ Canterbury,NZ Waikato,0.0111402462
NZ Canterbury,NZ Waikato,0.0105515566
NZ Canterbury,NZ Waikato,0.0147021144
NZ Canterbury,NZ Waikato,0.0147021144
NZ Canterbury,NZ Waikato,0.0153258287
NZ Canterbury,NZ Waikato,0.0111402462
NZ Canterbury,NZ Waikato,0.0111402462
NZ Canterbury,NZ Waikato,0.0111402462
NZ Canterbury,NZ Waikato,0.0147021144
NZ Canterbury,NZ Waikato,0.0146973070
NZ Canterbury,NZ Waikato,0.0023350889
NZ Canterbury,NZ Waikato,0.0117330145
NZ Canterbury,NZ Waikato,0.0105598613
NZ Canterbury,NZ Waikato,0.0111529812
NZ Canterbury,NZ Waikato,0.0105598613
NZ Canterbury,NZ Waikato,0.0141061668
NZ Canterbury,NZ Waikato,0.0141310850
NZ Canterbury,NZ Waikato,0.0147281000
NZ Canterbury,NZ Waikato,0.0147021144
NZ Canterbury,NZ Waikato,0.0081943927
NZ Canterbury,NZ Waikato,0.0087847115
NZ Canterbury,NZ Waikato,0.0081943927
NZ Canterbury,NZ Waikato,0.0147021144
NZ Canterbury,NZ Waikato,0.0141560914
NZ Canterbury,NZ Waikato,0.0141061668
NZ Canterbury,NZ Waikato,0.0159242728
NZ Canterbury,NZ Waikato,0.0147021144
NZ Canterbury,NZ Waikato,0.0029191186
NZ Canterbury,NZ Waikato,0.0023310066
NZ Canterbury,NZ Waikato,0.0147454748
NZ Wellington,NZ Waikato,0.0106034068
NZ Marlborough,NZ Waikato,0.0034988102
AUS New South Wales,NZ Waikato,0.0141310850
AUS New South Wales,NZ Waikato,0.0141061668
AUS New South Wales,NZ Waikato,0.0141061668
AUS New South Wales,NZ Waikato,0.0152987732
AUS New South Wales,NZ Waikato,0.0147232754
AUS New South Wales,NZ Waikato,0.0164980696
AUS New South Wales,NZ Waikato,0.0153258287
AUS New South Wales,NZ Waikato,0.0147021144
AUS New South Wales,NZ Waikato,0.0152987732
AUS Queensland,NZ Waikato,0.0141310850
AUS Queensland,NZ Waikato,0.0070261306
AUS Queensland,NZ Waikato,0.0182927941
AUS Queensland,NZ Waikato,0.0182927941
AUS Queensland,NZ Waikato,0.0177975243
AUS Queensland,NZ Waikato,0.0195069659
AUS Queensland,NZ Waikato,0.0176925540
AUS Queensland,NZ Waikato,0.0184013891
AUS Queensland,NZ Waikato,0.0182927941
AUS Queensland,NZ Waikato,0.0182927941
AUS Queensland,NZ Waikato,0.0023310066
AUS Queensland,NZ Waikato,0.0087885873
AUS Queensland,NZ Waikato,0.0088040627
AUS Queensland,NZ Waikato,0.0076079492
AUS Queensland,NZ Waikato,0.0023350889
AUS Queensland,NZ Waikato,0.0076250357
AUS Queensland,NZ Waikato,0.0141061668
AUS Queensland,NZ Waikato,0.0141061668
NZ Waikato,NZ Waikato,0.0147021144
NZ Waikato,NZ Waikato,0.0166018167
NZ Waikato,NZ Waikato,0.0164942310
NZ Waikato,NZ Waikato,0.0158961448
NZ Waikato,NZ Waikato,0.0088019625
NZ Auckland,NZ Waikato,0.0140978803
NZ Auckland,NZ Waikato,0.0135268215
NZ Auckland,NZ Waikato,0.0146886712
NZ Auckland,NZ Waikato,0.0153026117
NZ Auckland,NZ Waikato,0.0147194279
NZ Auckland,NZ Waikato,0.0176821250
NZ Auckland,NZ Waikato,0.0176821250
NZ Canterbury,NZ Waikato,0.0093606665
NZ Canterbury,NZ Waikato,0.0087733705
NZ Canterbury,NZ Waikato,0.0140978803
NZ Canterbury,NZ Waikato,0.0140978803
NZ Canterbury,NZ Waikato,0.0147281000
NZ Canterbury,NZ Waikato,0.0093606665
NZ Canterbury,NZ Waikato,0.0093606665
NZ Canterbury,NZ Waikato,0.0093606665
NZ Canterbury,NZ Waikato,0.0140978803
NZ Canterbury,NZ Waikato,0.0140934330
NZ Canterbury,NZ Waikato,0.0005824112
NZ Canterbury,NZ Waikato,0.0099509853
NZ Canterbury,NZ Waikato,0.0087795697
NZ Canterbury,NZ Waikato,0.0093702372
NZ Canterbury,NZ Waikato,0.0087795697
NZ Canterbury,NZ Waikato,0.0135029962
NZ Canterbury,NZ Waikato,0.0135347820
NZ Canterbury,NZ Waikato,0.0141310850
NZ Canterbury,NZ Waikato,0.0140978803
NZ Canterbury,NZ Waikato,0.0064238527
NZ Canterbury,NZ Waikato,0.0070117422
NZ Canterbury,NZ Waikato,0.0064238527
NZ Canterbury,NZ Waikato,0.0140978803
NZ Canterbury,NZ Waikato,0.0135587197
NZ Canterbury,NZ Waikato,0.0135029962
NZ Canterbury,NZ Waikato,0.0153258287
NZ Canterbury,NZ Waikato,0.0140978803
NZ Canterbury,NZ Waikato,0.0011657562
NZ Canterbury,NZ Waikato,0.0005813954
NZ Canterbury,NZ Waikato,0.0141477461
NZ Wellington,NZ Waikato,0.0088156895
NZ Marlborough,NZ Waikato,0.0017454558
AUS New South Wales,NZ Waikato,0.0135347820
AUS New South Wales,NZ Waikato,0.0135029962
AUS New South Wales,NZ Waikato,0.0135029962
AUS New South Wales,NZ Waikato,0.0146934729
AUS New South Wales,NZ Waikato,0.0141266167
AUS New South Wales,NZ Waikato,0.0158906250
AUS New South Wales,NZ Waikato,0.0147194279
AUS New South Wales,NZ Waikato,0.0140978803
AUS New South Wales,NZ Waikato,0.0146934729
AUS Queensland,NZ Waikato,0.0135268215
AUS Queensland,NZ Waikato,0.0052603842
AUS Queensland,NZ Waikato,0.0164845196
AUS Queensland,NZ Waikato,0.0164845196
AUS Queensland,NZ Waikato,0.0159808284
AUS Queensland,NZ Waikato,0.0177029952
AUS Queensland,NZ Waikato,0.0158867909
AUS Queensland,NZ Waikato,0.0165919782
AUS Queensland,NZ Waikato,0.0164845196
AUS Queensland,NZ Waikato,0.0164845196
AUS Queensland,NZ Waikato,0.0005813954
AUS Queensland,NZ Waikato,0.0070145711
AUS Queensland,NZ Waikato,0.0070268939
AUS Queensland,NZ Waikato,0.0058387916
AUS Queensland,NZ Waikato,0.0017502935
AUS Queensland,NZ Waikato,0.0058516961
AUS Queensland,NZ Waikato,0.0135029962
AUS Queensland,NZ Waikato,0.0135029962
NZ Waikato,NZ Waikato,0.0140978803
NZ Waikato,NZ Waikato,0.0159997697
NZ Waikato,NZ Waikato,0.0158961448
NZ Waikato,NZ Waikato,0.0152897759
NZ Waikato,NZ Waikato,0.0070299583
NZ Waikato,NZ Waikato,0.0017472353
NZ Auckland,NZ Waikato,0.0177172964
NZ Auckland,NZ Waikato,0.0171474220
NZ Auckland,NZ Waikato,0.0183118046
NZ Auckland,NZ Waikato,0.0189131275
NZ Auckland,NZ Waikato,0.0183507920
NZ Auckland,NZ Waikato,0.0213339487
NZ Auckland,NZ Waikato,0.0213339487
NZ Canterbury,NZ Waikato,0.0093853110
NZ Canterbury,NZ Waikato,0.0087968004
NZ Canterbury,NZ Waikato,0.0177172964
NZ Canterbury,NZ Waikato,0.0177172964
NZ Canterbury,NZ Waikato,0.0183182580
NZ Canterbury,NZ Waikato,0.0093853110
NZ Canterbury,NZ Waikato,0.0093853110
NZ Canterbury,NZ Waikato,0.0093853110
NZ Canterbury,NZ Waikato,0.0177172964
NZ Canterbury,NZ Waikato,0.0177112039
NZ Canterbury,NZ Waikato,0.0094088094
NZ Canterbury,NZ Waikato,0.0099773774
NZ Canterbury,NZ Waikato,0.0000000000
NZ Canterbury,NZ Waikato,0.0005827506
NZ Canterbury,NZ Waikato,0.0000000000
NZ Canterbury,NZ Waikato,0.0171170562
NZ Canterbury,NZ Waikato,0.0171170562
NZ Canterbury,NZ Waikato,0.0177172964
NZ Canterbury,NZ Waikato,0.0177172964
NZ Canterbury,NZ Waikato,0.0105740535
NZ Canterbury,NZ Waikato,0.0111678778
NZ Canterbury,NZ Waikato,0.0105740535
NZ Canterbury,NZ Waikato,0.0177172964
NZ Canterbury,NZ Waikato,0.0171474220
NZ Canterbury,NZ Waikato,0.0171170562
NZ Canterbury,NZ Waikato,0.0189199428
NZ Canterbury,NZ Waikato,0.0177172964
NZ Canterbury,NZ Waikato,0.0087968004
NZ Canterbury,NZ Waikato,0.0082088071
NZ Canterbury,NZ Waikato,0.0177382497
NZ Wellington,NZ Waikato,0.0000000000
NZ Marlborough,NZ Waikato,0.0070310112
AUS New South Wales,NZ Waikato,0.0171170562
AUS New South Wales,NZ Waikato,0.0171170562
AUS New South Wales,NZ Waikato,0.0171170562
AUS New South Wales,NZ Waikato,0.0183182580
AUS New South Wales,NZ Waikato,0.0177112039
AUS New South Wales,NZ Waikato,0.0195267232
AUS New South Wales,NZ Waikato,0.0183507920
AUS New South Wales,NZ Waikato,0.0177172964
AUS New South Wales,NZ Waikato,0.0183182580
AUS Queensland,NZ Waikato,0.0171474220
AUS Queensland,NZ Waikato,0.0093964798
AUS Queensland,NZ Waikato,0.0201254889
AUS Queensland,NZ Waikato,0.0201254889
AUS Queensland,NZ Waikato,0.0196385436
AUS Queensland,NZ Waikato,0.0213339487
AUS Queensland,NZ Waikato,0.0195223525
AUS Queensland,NZ Waikato,0.0202092349
AUS Queensland,NZ Waikato,0.0201254889
AUS Queensland,NZ Waikato,0.0201254889
AUS Queensland,NZ Waikato,0.0093922396
AUS Queensland,NZ Waikato,0.0111726569
AUS Queensland,NZ Waikato,0.0111924022
AUS Queensland,NZ Waikato,0.0099850079
AUS Queensland,NZ Waikato,0.0105784798
AUS Queensland,NZ Waikato,0.0100072417
AUS Queensland,NZ Waikato,0.0171170562
AUS Queensland,NZ Waikato,0.0171170562
NZ Waikato,NZ Waikato,0.0177172964
NZ Waikato,NZ Waikato,0.0196151948
NZ Waikato,NZ Waikato,0.0195223525
NZ Waikato,NZ Waikato,0.0189199428
NZ Waikato,NZ Waikato,0.0111701809
NZ Waikato,NZ Waikato,0.0105784798
NZ Waikato,NZ Waikato,0.0088001732
NZ Auckland,NZ Wellington,0.0087775407
NZ Auckland,NZ Wellington,0.0081971582
NZ Auckland,NZ Wellington,0.0093634850
NZ Auckland,NZ Wellington,0.0099778729
NZ Auckland,NZ Wellington,0.0093957156
NZ Auckland,NZ Wellington,0.0159046794
NZ Auckland,NZ Wellington,0.0158859623
NZ Canterbury,NZ Wellington,0.0158812776
NZ Canterbury,NZ Wellington,0.0152897759
NZ Canterbury,NZ Wellington,0.0087878257
NZ Canterbury,NZ Wellington,0.0087724073
NZ Canterbury,NZ Wellington,0.0094012365
NZ Canterbury,NZ Wellington,0.0158812776
NZ Canterbury,NZ Wellington,0.0158812776
NZ Canterbury,NZ Wellington,0.0158812776
NZ Canterbury,NZ Wellington,0.0087878257
NZ Canterbury,NZ Wellington,0.0087834409
NZ Canterbury,NZ Wellington,0.0129358587
NZ Canterbury,NZ Wellington,0.0164786492
NZ Canterbury,NZ Wellington,0.0158867909
NZ Canterbury,NZ Wellington,0.0164845196
NZ Canterbury,NZ Wellington,0.0158867909
NZ Canterbury,NZ Wellington,0.0081971582
NZ Canterbury,NZ Wellington,0.0082164018
NZ Canterbury,NZ Wellington,0.0088084682
NZ Canterbury,NZ Wellington,0.0087878257
NZ Canterbury,NZ Wellington,0.0140978803
NZ Canterbury,NZ Wellington,0.0146934729
NZ Canterbury,NZ Wellington,0.0140978803
NZ Canterbury,NZ Wellington,0.0087878257
NZ Canterbury,NZ Wellington,0.0082308939
NZ Canterbury,NZ Wellington,0.0081971582
NZ Canterbury,NZ Wellington,0.0099947084
NZ Canterbury,NZ Wellington,0.0087878257
NZ Canterbury,NZ Wellington,0.0135347820
NZ Canterbury,NZ Wellington,0.0129130793
NZ Canterbury,NZ Wellington,0.0088188258
NZ Wellington,NZ Wellington,0.0153587056
NZ Marlborough,NZ Wellington,0.0105453747
AUS New South Wales,NZ Wellington,0.0082164018
AUS New South Wales,NZ Wellington,0.0081971582
AUS New South Wales,NZ Wellington,0.0081971582
AUS New South Wales,NZ Wellington,0.0093791919
AUS New South Wales,NZ Wellington,0.0088040627
AUS New South Wales,NZ Wellington,0.0105647881
AUS New South Wales,NZ Wellington,0.0093791919
AUS New South Wales,NZ Wellington,0.0087878257
AUS New South Wales,NZ Wellington,0.0093627261
AUS Queensland,NZ Wellington,0.0082115824
AUS Queensland,NZ Wellington,0.0129330471
AUS Queensland,NZ Wellington,0.0147178817
AUS Queensland,NZ Wellington,0.0147178817
AUS Queensland,NZ Wellington,0.0141863705
AUS Queensland,NZ Wellington,0.0159328380
AUS Queensland,NZ Wellington,0.0141042687
AUS Queensland,NZ Wellington,0.0148138207
AUS Queensland,NZ Wellington,0.0147178817
AUS Queensland,NZ Wellington,0.0147178817
AUS Queensland,NZ Wellington,0.0129130793
AUS Queensland,NZ Wellington,0.0146987955
AUS Queensland,NZ Wellington,0.0146987955
AUS Queensland,NZ Wellington,0.0140945652
AUS Queensland,NZ Wellington,0.0141360761
AUS Queensland,NZ Wellington,0.0141083352
AUS Queensland,NZ Wellington,0.0081971582
AUS Queensland,NZ Wellington,0.0081827846
NZ Waikato,NZ Wellington,0.0087878257
NZ Waikato,NZ Wellington,0.0106389561
NZ Waikato,NZ Wellington,0.0105702303
NZ Waikato,NZ Wellington,0.0099712582
NZ Waikato,NZ Wellington,0.0147319520
NZ Waikato,NZ Wellington,0.0141111403
NZ Waikato,NZ Wellington,0.0123192550
NZ Waikato,NZ Wellington,0.0159242728
NZ Auckland,NZ Wellington,0.0011668617
NZ Auckland,NZ Wellington,0.0005841122
NZ Auckland,NZ Wellington,0.0005830054
NZ Auckland,NZ Wellington,0.0011664361
NZ Auckland,NZ Wellington,0.0005841122
NZ Auckland,NZ Wellington,0.0177574258
NZ Auckland,NZ Wellington,0.0177574258
NZ Canterbury,NZ Wellington,0.0177216671
NZ Canterbury,NZ Wellington,0.0171271662
NZ Canterbury,NZ Wellington,0.0011668617
NZ Canterbury,NZ Wellington,0.0011668617
NZ Canterbury,NZ Wellington,0.0005830904
NZ Canterbury,NZ Wellington,0.0177216671
NZ Canterbury,NZ Wellington,0.0177216671
NZ Canterbury,NZ Wellington,0.0177216671
NZ Canterbury,NZ Wellington,0.0011668617
NZ Canterbury,NZ Wellington,0.0011664361
NZ Canterbury,NZ Wellington,0.0147628906
NZ Canterbury,NZ Wellington,0.0183226287
NZ Canterbury,NZ Wellington,0.0177277668
NZ Canterbury,NZ Wellington,0.0183290898
NZ Canterbury,NZ Wellington,0.0177277668
NZ Canterbury,NZ Wellington,0.0005830904
NZ Canterbury,NZ Wellington,0.0005830904
NZ Canterbury,NZ Wellington,0.0011668617
NZ Canterbury,NZ Wellington,0.0011668617
NZ Canterbury,NZ Wellington,0.0159281248
NZ Canterbury,NZ Wellington,0.0165272861
NZ Canterbury,NZ Wellington,0.0159281248
NZ Canterbury,NZ Wellington,0.0011668617
NZ Canterbury,NZ Wellington,0.0005841122
NZ Canterbury,NZ Wellington,0.0005830904
NZ Canterbury,NZ Wellington,0.0023364528
NZ Canterbury,NZ Wellington,0.0011668617
NZ Canterbury,NZ Wellington,0.0153296807
NZ Canterbury,NZ Wellington,0.0147367823
NZ Canterbury,NZ Wellington,0.0011675429
NZ Wellington,NZ Wellington,0.0172045895
NZ Marlborough,NZ Wellington,0.0123554970
AUS New South Wales,NZ Wellington,0.0005830904
AUS New South Wales,NZ Wellington,0.0005830904
AUS New South Wales,NZ Wellington,0.0005830904
AUS New South Wales,NZ Wellington,0.0017513153
AUS New South Wales,NZ Wellington,0.0011664361
AUS New South Wales,NZ Wellington,0.0029225311
AUS New South Wales,NZ Wellington,0.0017543878
AUS New South Wales,NZ Wellington,0.0011668617
AUS New South Wales,NZ Wellington,0.0017513153
AUS Queensland,NZ Wellington,0.0005841122
AUS Queensland,NZ Wellington,0.0147421364
AUS Queensland,NZ Wellington,0.0165540558
AUS Queensland,NZ Wellington,0.0165540558
AUS Queensland,NZ Wellington,0.0154521548
AUS Queensland,NZ Wellington,0.0165540558
AUS Queensland,NZ Wellington,0.0159534551
AUS Queensland,NZ Wellington,0.0166129920
AUS Queensland,NZ Wellington,0.0165540558
AUS Queensland,NZ Wellington,0.0165540558
AUS Queensland,NZ Wellington,0.0147367823
AUS Queensland,NZ Wellington,0.0165331914
AUS Queensland,NZ Wellington,0.0165625326
AUS Queensland,NZ Wellington,0.0153348685
AUS Queensland,NZ Wellington,0.0159336709
AUS Queensland,NZ Wellington,0.0153677843
AUS Queensland,NZ Wellington,0.0005830904
AUS Queensland,NZ Wellington,0.0005830904
NZ Waikato,NZ Wellington,0.0011668617
NZ Waikato,NZ Wellington,0.0029342807
NZ Waikato,NZ Wellington,0.0029222760
NZ Waikato,NZ Wellington,0.0023364528
NZ Waikato,NZ Wellington,0.0165219065
NZ Waikato,NZ Wellington,0.0147367823
NZ Waikato,NZ Wellington,0.0141394106
NZ Waikato,NZ Wellington,0.0177277668
NZ Wellington,NZ Wellington,0.0088136440
NZ Auckland,NZ Wellington,0.0165175357
NZ Auckland,NZ Wellington,0.0159187333
NZ Auckland,NZ Wellington,0.0171113238
NZ Auckland,NZ Wellington,0.0177216671
NZ Auckland,NZ Wellington,0.0171170562
NZ Auckland,NZ Wellington,0.0201254889
NZ Auckland,NZ Wellington,0.0201254889
NZ Canterbury,NZ Wellington,0.0117501281
NZ Canterbury,NZ Wellington,0.0111598769
NZ Canterbury,NZ Wellington,0.0165175357
NZ Canterbury,NZ Wellington,0.0165175357
NZ Canterbury,NZ Wellington,0.0171474220
NZ Canterbury,NZ Wellington,0.0117501281
NZ Canterbury,NZ Wellington,0.0117501281
NZ Canterbury,NZ Wellington,0.0117501281
NZ Canterbury,NZ Wellington,0.0165175357
NZ Canterbury,NZ Wellington,0.0165121625
NZ Canterbury,NZ Wellington,0.0076181396
NZ Canterbury,NZ Wellington,0.0123443052
NZ Canterbury,NZ Wellington,0.0111678778
NZ Canterbury,NZ Wellington,0.0117624082
NZ Canterbury,NZ Wellington,0.0111678778
NZ Canterbury,NZ Wellington,0.0159187333
NZ Canterbury,NZ Wellington,0.0159469412
NZ Canterbury,NZ Wellington,0.0165468213
NZ Canterbury,NZ Wellington,0.0165175357
NZ Canterbury,NZ Wellington,0.0005827506
NZ Canterbury,NZ Wellington,0.0011661813
NZ Canterbury,NZ Wellington,0.0005827506
NZ Canterbury,NZ Wellington,0.0165175357
NZ Canterbury,NZ Wellington,0.0159469412
NZ Canterbury,NZ Wellington,0.0159187333
NZ Canterbury,NZ Wellington,0.0177487449
NZ Canterbury,NZ Wellington,0.0165175357
NZ Canterbury,NZ Wellington,0.0082202384
NZ Canterbury,NZ Wellington,0.0076181396
NZ Canterbury,NZ Wellington,0.0165664027
NZ Wellington,NZ Wellington,0.0111941978
NZ Marlborough,NZ Wellington,0.0052642249
AUS New South Wales,NZ Wellington,0.0159469412
AUS New South Wales,NZ Wellington,0.0159187333
AUS New South Wales,NZ Wellington,0.0159187333
AUS New South Wales,NZ Wellington,0.0171170562
AUS New South Wales,NZ Wellington,0.0165414289
AUS New South Wales,NZ Wellington,0.0183226287
AUS New South Wales,NZ Wellington,0.0171170562
AUS New South Wales,NZ Wellington,0.0165175357
AUS New South Wales,NZ Wellington,0.0171170562
AUS Queensland,NZ Wellington,0.0159187333
AUS Queensland,NZ Wellington,0.0064451627
AUS Queensland,NZ Wellington,0.0189199428
AUS Queensland,NZ Wellington,0.0189199428
AUS Queensland,NZ Wellington,0.0183943508
AUS Queensland,NZ Wellington,0.0201374101
AUS Queensland,NZ Wellington,0.0183182580
AUS Queensland,NZ Wellington,0.0189985805
AUS Queensland,NZ Wellington,0.0189199428
AUS Queensland,NZ Wellington,0.0189199428
AUS Queensland,NZ Wellington,0.0076181396
AUS Queensland,NZ Wellington,0.0082088071
AUS Queensland,NZ Wellington,0.0082088071
AUS Queensland,NZ Wellington,0.0070281690
AUS Queensland,NZ Wellington,0.0088156895
AUS Queensland,NZ Wellington,0.0070310112
AUS Queensland,NZ Wellington,0.0159187333
AUS Queensland,NZ Wellington,0.0159187333
NZ Waikato,NZ Wellington,0.0165175357
NZ Waikato,NZ Wellington,0.0184052729
NZ Waikato,NZ Wellington,0.0183182580
NZ Waikato,NZ Wellington,0.0177172964
NZ Waikato,NZ Wellington,0.0011684805
NZ Waikato,NZ Wellington,0.0088001732
NZ Waikato,NZ Wellington,0.0070281690
NZ Waikato,NZ Wellington,0.0111876062
NZ Wellington,NZ Wellington,0.0147281000
NZ Wellington,NZ Wellington,0.0165566062
NZ Auckland,NZ Wellington,0.0017462183
NZ Auckland,NZ Wellington,0.0011655017
NZ Auckland,NZ Wellington,0.0023285462
NZ Auckland,NZ Wellington,0.0029157141
NZ Auckland,NZ Wellington,0.0023337265
NZ Auckland,NZ Wellington,0.0171047812
NZ Auckland,NZ Wellington,0.0171047812
NZ Canterbury,NZ Wellington,0.0182686355
NZ Canterbury,NZ Wellington,0.0176755379
NZ Canterbury,NZ Wellington,0.0017462183
NZ Canterbury,NZ Wellington,0.0005813954
NZ Canterbury,NZ Wellington,0.0023350889
NZ Canterbury,NZ Wellington,0.0182686355
NZ Canterbury,NZ Wellington,0.0182686355
NZ Canterbury,NZ Wellington,0.0182686355
NZ Canterbury,NZ Wellington,0.0017462183
NZ Canterbury,NZ Wellington,0.0017454558
NZ Canterbury,NZ Wellington,0.0153167996
NZ Canterbury,NZ Wellington,0.0188685156
NZ Canterbury,NZ Wellington,0.0182750584
NZ Canterbury,NZ Wellington,0.0188752985
NZ Canterbury,NZ Wellington,0.0182750584
NZ Canterbury,NZ Wellington,0.0011634677
NZ Canterbury,NZ Wellington,0.0011661813
NZ Canterbury,NZ Wellington,0.0017502935
NZ Canterbury,NZ Wellington,0.0017462183
NZ Canterbury,NZ Wellington,0.0164786492
NZ Canterbury,NZ Wellington,0.0170767354
NZ Canterbury,NZ Wellington,0.0164786492
NZ Canterbury,NZ Wellington,0.0017462183
NZ Canterbury,NZ Wellington,0.0011682248
NZ Canterbury,NZ Wellington,0.0011634677
NZ Canterbury,NZ Wellington,0.0029205691
NZ Canterbury,NZ Wellington,0.0017462183
NZ Canterbury,NZ Wellington,0.0159187333
NZ Canterbury,NZ Wellington,0.0152897759
NZ Canterbury,NZ Wellington,0.0017523382
NZ Wellington,NZ Wellington,0.0177553871
NZ Marlborough,NZ Wellington,0.0129130793
AUS New South Wales,NZ Wellington,0.0011661813
AUS New South Wales,NZ Wellington,0.0011634677
AUS New South Wales,NZ Wellington,0.0011634677
AUS New South Wales,NZ Wellington,0.0023296489
AUS New South Wales,NZ Wellington,0.0017495274
AUS New South Wales,NZ Wellington,0.0034988102
AUS New South Wales,NZ Wellington,0.0023337265
AUS New South Wales,NZ Wellington,0.0017462183
AUS New South Wales,NZ Wellington,0.0023296489
AUS Queensland,NZ Wellington,0.0011655017
AUS Queensland,NZ Wellington,0.0153134728
AUS Queensland,NZ Wellington,0.0159064583
AUS Queensland,NZ Wellington,0.0159064583
AUS Queensland,NZ Wellington,0.0148050473
AUS Queensland,NZ Wellington,0.0159252237
AUS Queensland,NZ Wellington,0.0153083721
AUS Queensland,NZ Wellington,0.0160102192
AUS Queensland,NZ Wellington,0.0159064583
AUS Queensland,NZ Wellington,0.0159064583
AUS Queensland,NZ Wellington,0.0152897759
AUS Queensland,NZ Wellington,0.0170829638
AUS Queensland,NZ Wellington,0.0171132087
AUS Queensland,NZ Wellington,0.0158867909
AUS Queensland,NZ Wellington,0.0165234340
AUS Queensland,NZ Wellington,0.0159209422
AUS Queensland,NZ Wellington,0.0011634677
AUS Queensland,NZ Wellington,0.0011634677
NZ Waikato,NZ Wellington,0.0017462183
NZ Waikato,NZ Wellington,0.0035232089
NZ Waikato,NZ Wellington,0.0035005977
NZ Waikato,NZ Wellington,0.0029137612
NZ Waikato,NZ Wellington,0.0171214269
NZ Waikato,NZ Wellington,0.0152987732
NZ Waikato,NZ Wellington,0.0146934729
NZ Waikato,NZ Wellington,0.0183182580
NZ Wellington,NZ Wellington,0.0093791919
NZ Wellington,NZ Wellington,0.0017513153
NZ Wellington,NZ Wellington,0.0171170562
NZ Auckland,NZ Wellington,0.0171047812
NZ Auckland,NZ Wellington,0.0165345032
NZ Auckland,NZ Wellington,0.0176968673
NZ Auckland,NZ Wellington,0.0183190956
NZ Auckland,NZ Wellington,0.0177364268
NZ Auckland,NZ Wellington,0.0017462183
NZ Auckland,NZ Wellington,0.0017462183
NZ Canterbury,NZ Wellington,0.0206724863
NZ Canterbury,NZ Wellington,0.0200779449
NZ Canterbury,NZ Wellington,0.0171047812
NZ Canterbury,NZ Wellington,0.0171047812
NZ Canterbury,NZ Wellington,0.0177469201
NZ Canterbury,NZ Wellington,0.0206724863
NZ Canterbury,NZ Wellington,0.0206724863
NZ Canterbury,NZ Wellington,0.0206724863
NZ Canterbury,NZ Wellington,0.0171047812
NZ Canterbury,NZ Wellington,0.0170969872
NZ Canterbury,NZ Wellington,0.0177134489
NZ Canterbury,NZ Wellington,0.0212752591
NZ Canterbury,NZ Wellington,0.0206803546
NZ Canterbury,NZ Wellington,0.0212834910
NZ Canterbury,NZ Wellington,0.0206803546
NZ Canterbury,NZ Wellington,0.0165052607
NZ Canterbury,NZ Wellington,0.0165442737
NZ Canterbury,NZ Wellington,0.0171452353
NZ Canterbury,NZ Wellington,0.0171047812
NZ Canterbury,NZ Wellington,0.0188752985
NZ Canterbury,NZ Wellington,0.0182750584
NZ Canterbury,NZ Wellington,0.0188752985
NZ Canterbury,NZ Wellington,0.0171047812
NZ Canterbury,NZ Wellington,0.0165736546
NZ Canterbury,NZ Wellington,0.0165052607
